1779957977.776502 server started (1113832): version 3.6, socket /home/skynet/sockets/tmux-1000/verbose-test, protocol 8
1779957977.776570 on Linux 7.0.0-15-generic #15-Ubuntu SMP PREEMPT_DYNAMIC Wed Apr 22 16:06:43 UTC 2026
1779957977.776586 using libevent 2.1.12-stable poll
1779957977.776594 using ncurses 6.5 20251123
1779957977.777386 input_key_build: 0x60000010e25b (C-S-F1) is \033[1;6P
1779957977.777395 input_key_build: 0x60000010e25c (C-S-F2) is \033[1;6Q
1779957977.777404 input_key_build: 0x60000010e25d (C-S-F3) is \033[1;6R
1779957977.777419 input_key_build: 0x60000010e25e (C-S-F4) is \033[1;6S
1779957977.777434 input_key_build: 0x60000010e25f (C-S-F5) is \033[15;6~
1779957977.777442 input_key_build: 0x60000010e260 (C-S-F6) is \033[17;6~
1779957977.777452 input_key_build: 0x60000010e261 (C-S-F7) is \033[18;6~
1779957977.777462 input_key_build: 0x60000010e262 (C-S-F8) is \033[19;6~
1779957977.777474 input_key_build: 0x60000010e263 (C-S-F9) is \033[20;6~
1779957977.777488 input_key_build: 0x60000010e264 (C-S-F10) is \033[21;6~
1779957977.777497 input_key_build: 0x60000010e265 (C-S-F11) is \033[23;6~
1779957977.777509 input_key_build: 0x60000010e266 (C-S-F12) is \033[24;6~
1779957977.777522 input_key_build: 0x60000010e267 (C-S-IC) is \033[2;6~
1779957977.777530 input_key_build: 0x60000010e268 (C-S-DC) is \033[3;6~
1779957977.777548 input_key_build: 0x60000010e269 (C-S-Home) is \033[1;6H
1779957977.777561 input_key_build: 0x60000010e26a (C-S-End) is \033[1;6F
1779957977.777570 input_key_build: 0x60000010e26b (C-S-NPage) is \033[6;6~
1779957977.777575 input_key_build: 0x60000010e26c (C-S-PPage) is \033[5;6~
1779957977.777581 input_key_build: 0x60000010e26e (C-S-Up) is \033[1;6A
1779957977.777587 input_key_build: 0x60000010e26f (C-S-Down) is \033[1;6B
1779957977.777595 input_key_build: 0x60000010e270 (C-S-Left) is \033[1;6D
1779957977.777607 input_key_build: 0x60000010e271 (C-S-Right) is \033[1;6C
1779957977.777615 input_key_build: 0x200000010e272 (KP/[K]) is \033Oo
1779957977.777622 input_key_build: 0x200000010e273 (KP*[K]) is \033Oj
1779957977.777629 input_key_build: 0x200000010e274 (KP-[K]) is \033Om
1779957977.777636 input_key_build: 0x200000010e275 (KP7[K]) is \033Ow
1779957977.777646 input_key_build: 0x200000010e276 (KP8[K]) is \033Ox
1779957977.777653 input_key_build: 0x200000010e277 (KP9[K]) is \033Oy
1779957977.777660 input_key_build: 0x200000010e278 (KP+[K]) is \033Ok
1779957977.777667 input_key_build: 0x200000010e279 (KP4[K]) is \033Ot
1779957977.777681 input_key_build: 0x200000010e27a (KP5[K]) is \033Ou
1779957977.777690 input_key_build: 0x200000010e27b (KP6[K]) is \033Ov
1779957977.777697 input_key_build: 0x200000010e27c (KP1[K]) is \033Oq
1779957977.777704 input_key_build: 0x200000010e27d (KP2[K]) is \033Or
1779957977.777713 input_key_build: 0x200000010e27e (KP3[K]) is \033Os
1779957977.777720 input_key_build: 0x200000010e27f (KPEnter[K]) is \033OM
1779957977.777729 input_key_build: 0x200000010e280 (KP0[K]) is \033Op
1779957977.777735 input_key_build: 0x200000010e281 (KP.[K]) is \033On
1779957977.777744 input_key_build: 0x400000010e26e (Up[C]) is \033OA
1779957977.777750 input_key_build: 0x400000010e26f (Down[C]) is \033OB
1779957977.777758 input_key_build: 0x400000010e270 (Left[C]) is \033OD
1779957977.777767 input_key_build: 0x400000010e271 (Right[C]) is \033OC
1779957977.777775 input_key_build: 0x800000010e003 (PasteStart[I]) is \033[200~
1779957977.777782 input_key_build: 0x800000010e004 (PasteEnd[I]) is \033[201~
1779957977.777790 input_key_build: 0x810000010e25b (M-F1[I]) is \033[1;3P
1779957977.777796 input_key_build: 0x810000010e25c (M-F2[I]) is \033[1;3Q
1779957977.777803 input_key_build: 0x810000010e25d (M-F3[I]) is \033[1;3R
1779957977.777809 input_key_build: 0x810000010e25e (M-F4[I]) is \033[1;3S
1779957977.777815 input_key_build: 0x810000010e25f (M-F5[I]) is \033[15;3~
1779957977.777821 input_key_build: 0x810000010e260 (M-F6[I]) is \033[17;3~
1779957977.777826 input_key_build: 0x810000010e261 (M-F7[I]) is \033[18;3~
1779957977.777833 input_key_build: 0x810000010e262 (M-F8[I]) is \033[19;3~
1779957977.777840 input_key_build: 0x810000010e263 (M-F9[I]) is \033[20;3~
1779957977.777846 input_key_build: 0x810000010e264 (M-F10[I]) is \033[21;3~
1779957977.777852 input_key_build: 0x810000010e265 (M-F11[I]) is \033[23;3~
1779957977.777859 input_key_build: 0x810000010e266 (M-F12[I]) is \033[24;3~
1779957977.777864 input_key_build: 0x810000010e267 (M-IC[I]) is \033[2;3~
1779957977.777872 input_key_build: 0x810000010e268 (M-DC[I]) is \033[3;3~
1779957977.777877 input_key_build: 0x810000010e269 (M-Home[I]) is \033[1;3H
1779957977.777885 input_key_build: 0x810000010e26a (M-End[I]) is \033[1;3F
1779957977.777891 input_key_build: 0x810000010e26b (M-NPage[I]) is \033[6;3~
1779957977.777900 input_key_build: 0x810000010e26c (M-PPage[I]) is \033[5;3~
1779957977.777905 input_key_build: 0x810000010e26e (M-Up[I]) is \033[1;3A
1779957977.777912 input_key_build: 0x810000010e26f (M-Down[I]) is \033[1;3B
1779957977.777917 input_key_build: 0x810000010e270 (M-Left[I]) is \033[1;3D
1779957977.777924 input_key_build: 0x810000010e271 (M-Right[I]) is \033[1;3C
1779957977.777929 input_key_build: 0x830000010e25b (C-M-F1[I]) is \033[1;7P
1779957977.777936 input_key_build: 0x830000010e25c (C-M-F2[I]) is \033[1;7Q
1779957977.777941 input_key_build: 0x830000010e25d (C-M-F3[I]) is \033[1;7R
1779957977.777949 input_key_build: 0x830000010e25e (C-M-F4[I]) is \033[1;7S
1779957977.777954 input_key_build: 0x830000010e25f (C-M-F5[I]) is \033[15;7~
1779957977.777961 input_key_build: 0x830000010e260 (C-M-F6[I]) is \033[17;7~
1779957977.777966 input_key_build: 0x830000010e261 (C-M-F7[I]) is \033[18;7~
1779957977.777973 input_key_build: 0x830000010e262 (C-M-F8[I]) is \033[19;7~
1779957977.777979 input_key_build: 0x830000010e263 (C-M-F9[I]) is \033[20;7~
1779957977.777987 input_key_build: 0x830000010e264 (C-M-F10[I]) is \033[21;7~
1779957977.777993 input_key_build: 0x830000010e265 (C-M-F11[I]) is \033[23;7~
1779957977.778002 input_key_build: 0x830000010e266 (C-M-F12[I]) is \033[24;7~
1779957977.778007 input_key_build: 0x830000010e267 (C-M-IC[I]) is \033[2;7~
1779957977.778016 input_key_build: 0x830000010e268 (C-M-DC[I]) is \033[3;7~
1779957977.778026 input_key_build: 0x830000010e269 (C-M-Home[I]) is \033[1;7H
1779957977.778032 input_key_build: 0x830000010e26a (C-M-End[I]) is \033[1;7F
1779957977.778041 input_key_build: 0x830000010e26b (C-M-NPage[I]) is \033[6;7~
1779957977.778047 input_key_build: 0x830000010e26c (C-M-PPage[I]) is \033[5;7~
1779957977.778053 input_key_build: 0x830000010e26e (C-M-Up[I]) is \033[1;7A
1779957977.778071 input_key_build: 0x830000010e26f (C-M-Down[I]) is \033[1;7B
1779957977.778077 input_key_build: 0x830000010e270 (C-M-Left[I]) is \033[1;7D
1779957977.778085 input_key_build: 0x830000010e271 (C-M-Right[I]) is \033[1;7C
1779957977.778091 input_key_build: 0x850000010e25b (M-S-F1[I]) is \033[1;4P
1779957977.778099 input_key_build: 0x850000010e25c (M-S-F2[I]) is \033[1;4Q
1779957977.778105 input_key_build: 0x850000010e25d (M-S-F3[I]) is \033[1;4R
1779957977.778113 input_key_build: 0x850000010e25e (M-S-F4[I]) is \033[1;4S
1779957977.778119 input_key_build: 0x850000010e25f (M-S-F5[I]) is \033[15;4~
1779957977.778128 input_key_build: 0x850000010e260 (M-S-F6[I]) is \033[17;4~
1779957977.778135 input_key_build: 0x850000010e261 (M-S-F7[I]) is \033[18;4~
1779957977.778141 input_key_build: 0x850000010e262 (M-S-F8[I]) is \033[19;4~
1779957977.778147 input_key_build: 0x850000010e263 (M-S-F9[I]) is \033[20;4~
1779957977.778155 input_key_build: 0x850000010e264 (M-S-F10[I]) is \033[21;4~
1779957977.778161 input_key_build: 0x850000010e265 (M-S-F11[I]) is \033[23;4~
1779957977.778168 input_key_build: 0x850000010e266 (M-S-F12[I]) is \033[24;4~
1779957977.778176 input_key_build: 0x850000010e267 (M-S-IC[I]) is \033[2;4~
1779957977.778182 input_key_build: 0x850000010e268 (M-S-DC[I]) is \033[3;4~
1779957977.778188 input_key_build: 0x850000010e269 (M-S-Home[I]) is \033[1;4H
1779957977.778194 input_key_build: 0x850000010e26a (M-S-End[I]) is \033[1;4F
1779957977.778200 input_key_build: 0x850000010e26b (M-S-NPage[I]) is \033[6;4~
1779957977.778206 input_key_build: 0x850000010e26c (M-S-PPage[I]) is \033[5;4~
1779957977.778213 input_key_build: 0x850000010e26e (M-S-Up[I]) is \033[1;4A
1779957977.778220 input_key_build: 0x850000010e26f (M-S-Down[I]) is \033[1;4B
1779957977.778226 input_key_build: 0x850000010e270 (M-S-Left[I]) is \033[1;4D
1779957977.778232 input_key_build: 0x850000010e271 (M-S-Right[I]) is \033[1;4C
1779957977.778238 input_key_build: 0x870000010e25b (C-M-S-F1[I]) is \033[1;8P
1779957977.778245 input_key_build: 0x870000010e25c (C-M-S-F2[I]) is \033[1;8Q
1779957977.778251 input_key_build: 0x870000010e25d (C-M-S-F3[I]) is \033[1;8R
1779957977.778258 input_key_build: 0x870000010e25e (C-M-S-F4[I]) is \033[1;8S
1779957977.778264 input_key_build: 0x870000010e25f (C-M-S-F5[I]) is \033[15;8~
1779957977.778272 input_key_build: 0x870000010e260 (C-M-S-F6[I]) is \033[17;8~
1779957977.778278 input_key_build: 0x870000010e261 (C-M-S-F7[I]) is \033[18;8~
1779957977.778286 input_key_build: 0x870000010e262 (C-M-S-F8[I]) is \033[19;8~
1779957977.778293 input_key_build: 0x870000010e263 (C-M-S-F9[I]) is \033[20;8~
1779957977.778300 input_key_build: 0x870000010e264 (C-M-S-F10[I]) is \033[21;8~
1779957977.778306 input_key_build: 0x870000010e265 (C-M-S-F11[I]) is \033[23;8~
1779957977.778314 input_key_build: 0x870000010e266 (C-M-S-F12[I]) is \033[24;8~
1779957977.778320 input_key_build: 0x870000010e267 (C-M-S-IC[I]) is \033[2;8~
1779957977.778328 input_key_build: 0x870000010e268 (C-M-S-DC[I]) is \033[3;8~
1779957977.778333 input_key_build: 0x870000010e269 (C-M-S-Home[I]) is \033[1;8H
1779957977.778340 input_key_build: 0x870000010e26a (C-M-S-End[I]) is \033[1;8F
1779957977.778345 input_key_build: 0x870000010e26b (C-M-S-NPage[I]) is \033[6;8~
1779957977.778352 input_key_build: 0x870000010e26c (C-M-S-PPage[I]) is \033[5;8~
1779957977.778357 input_key_build: 0x870000010e26e (C-M-S-Up[I]) is \033[1;8A
1779957977.778365 input_key_build: 0x870000010e26f (C-M-S-Down[I]) is \033[1;8B
1779957977.778371 input_key_build: 0x870000010e270 (C-M-S-Left[I]) is \033[1;8D
1779957977.778379 input_key_build: 0x870000010e271 (C-M-S-Right[I]) is \033[1;8C
1779957977.778419 yylex_token: end at WS
1779957977.778429 yylex_token: bind
1779957977.778438 yylex_token: end at WS
1779957977.778445 yylex_token: -N
1779957977.778453 yylex_token: end at WS
1779957977.778461 yylex_token: Send the prefix key
1779957977.778467 yylex_token: end at WS
1779957977.778475 yylex_token: C-b
1779957977.778480 yylex_token: end at WS
1779957977.778489 yylex_token: send-prefix
1779957977.778505 cmd_parse_build_commands 0:0: bind
1779957977.778517 cmd_parse_build_commands 0:1: -N
1779957977.778523 cmd_parse_build_commands 0:2: Send the prefix key
1779957977.778531 cmd_parse_build_commands 0:3: C-b
1779957977.778571 cmd_parse_build_commands 0:4 0:0: send-prefix
1779957977.778588 cmd_parse_build_commands 0:0: send-prefix
1779957977.778600 args_parse: flags end at 1 of 1
1779957977.778610 cmd_parse_build_commands: send-prefix
1779957977.778619 args_parse_flags: next -N
1779957977.778629 args_parse_flag_argument: -N = Send the prefix key
1779957977.778639 args_parse_flags: next C-b
1779957977.778649 args_parse: flags end at 3 of 5
1779957977.778655 args_parse: 3 = C-b (type STRING)
1779957977.778663 args_parse: 4 = send-prefix (type COMMANDS)
1779957977.778697 cmd_parse_build_commands: bind-key -N "Send the prefix key" C-b { send-prefix }
1779957977.778707 cmdq_get_command: [bind-key/0x725c34a98400] group 10
1779957977.778716 cmdq_append <global>: [bind-key/0x725c34a98400]
1779957977.778723 yylex_token: end at WS
1779957977.778729 yylex_token: bind
1779957977.778735 yylex_token: end at WS
1779957977.778741 yylex_token: -N
1779957977.778750 yylex_token: end at WS
1779957977.778761 yylex_token: Rotate through the panes
1779957977.778767 yylex_token: end at WS
1779957977.778776 yylex_token: C-o
1779957977.778783 yylex_token: end at WS
1779957977.778789 yylex_token: rotate-window
1779957977.778797 cmd_parse_build_commands 0:0: bind
1779957977.778804 cmd_parse_build_commands 0:1: -N
1779957977.778809 cmd_parse_build_commands 0:2: Rotate through the panes
1779957977.778816 cmd_parse_build_commands 0:3: C-o
1779957977.778822 cmd_parse_build_commands 0:4 0:0: rotate-window
1779957977.778831 cmd_parse_build_commands 0:0: rotate-window
1779957977.778838 args_parse: flags end at 1 of 1
1779957977.778845 cmd_parse_build_commands: rotate-window
1779957977.778851 args_parse_flags: next -N
1779957977.778858 args_parse_flag_argument: -N = Rotate through the panes
1779957977.778863 args_parse_flags: next C-o
1779957977.778872 args_parse: flags end at 3 of 5
1779957977.778878 args_parse: 3 = C-o (type STRING)
1779957977.778887 args_parse: 4 = rotate-window (type COMMANDS)
1779957977.778896 cmd_parse_build_commands: bind-key -N "Rotate through the panes" C-o { rotate-window }
1779957977.778903 cmdq_get_command: [bind-key/0x725c34a98500] group 18
1779957977.778913 cmdq_append <global>: [bind-key/0x725c34a98500]
1779957977.778919 yylex_token: end at WS
1779957977.778925 yylex_token: bind
1779957977.778935 yylex_token: end at WS
1779957977.778941 yylex_token: -N
1779957977.778950 yylex_token: end at WS
1779957977.778956 yylex_token: Suspend the current client
1779957977.778963 yylex_token: end at WS
1779957977.778968 yylex_token: C-z
1779957977.778975 yylex_token: end at WS
1779957977.778985 yylex_token: suspend-client
1779957977.778991 cmd_parse_build_commands 0:0: bind
1779957977.778998 cmd_parse_build_commands 0:1: -N
1779957977.779006 cmd_parse_build_commands 0:2: Suspend the current client
1779957977.779014 cmd_parse_build_commands 0:3: C-z
1779957977.779024 cmd_parse_build_commands 0:4 0:0: suspend-client
1779957977.779030 cmd_parse_build_commands 0:0: suspend-client
1779957977.779039 args_parse: flags end at 1 of 1
1779957977.779047 cmd_parse_build_commands: suspend-client
1779957977.779053 args_parse_flags: next -N
1779957977.779061 args_parse_flag_argument: -N = Suspend the current client
1779957977.779068 args_parse_flags: next C-z
1779957977.779074 args_parse: flags end at 3 of 5
1779957977.779081 args_parse: 3 = C-z (type STRING)
1779957977.779088 args_parse: 4 = suspend-client (type COMMANDS)
1779957977.779100 cmd_parse_build_commands: bind-key -N "Suspend the current client" C-z { suspend-client }
1779957977.779111 cmdq_get_command: [bind-key/0x725c34a98600] group 26
1779957977.779117 cmdq_append <global>: [bind-key/0x725c34a98600]
1779957977.779125 yylex_token: end at WS
1779957977.779132 yylex_token: bind
1779957977.779138 yylex_token: end at WS
1779957977.779145 yylex_token: -N
1779957977.779153 yylex_token: end at WS
1779957977.779164 yylex_token: Select next layout
1779957977.779171 yylex_token: end at WS
1779957977.779178 yylex_token: Space
1779957977.779184 yylex_token: end at WS
1779957977.779190 yylex_token: next-layout
1779957977.779196 cmd_parse_build_commands 0:0: bind
1779957977.779205 cmd_parse_build_commands 0:1: -N
1779957977.779212 cmd_parse_build_commands 0:2: Select next layout
1779957977.779218 cmd_parse_build_commands 0:3: Space
1779957977.779224 cmd_parse_build_commands 0:4 0:0: next-layout
1779957977.779231 cmd_parse_build_commands 0:0: next-layout
1779957977.779238 args_parse: flags end at 1 of 1
1779957977.779245 cmd_parse_build_commands: next-layout
1779957977.779252 args_parse_flags: next -N
1779957977.779259 args_parse_flag_argument: -N = Select next layout
1779957977.779265 args_parse_flags: next Space
1779957977.779273 args_parse: flags end at 3 of 5
1779957977.779279 args_parse: 3 = Space (type STRING)
1779957977.779287 args_parse: 4 = next-layout (type COMMANDS)
1779957977.779295 cmd_parse_build_commands: bind-key -N "Select next layout" Space { next-layout }
1779957977.779302 cmdq_get_command: [bind-key/0x725c34a98700] group 34
1779957977.779308 cmdq_append <global>: [bind-key/0x725c34a98700]
1779957977.779317 yylex_token: end at WS
1779957977.779324 yylex_token: bind
1779957977.779331 yylex_token: end at WS
1779957977.779336 yylex_token: -N
1779957977.779346 yylex_token: end at WS
1779957977.779352 yylex_token: Break pane to a new window
1779957977.779360 yylex_token: end at WS
1779957977.779366 yylex_token: !
1779957977.779375 yylex_token: end at WS
1779957977.779381 yylex_token: break-pane
1779957977.779389 cmd_parse_build_commands 0:0: bind
1779957977.779396 cmd_parse_build_commands 0:1: -N
1779957977.779403 cmd_parse_build_commands 0:2: Break pane to a new window
1779957977.779409 cmd_parse_build_commands 0:3: !
1779957977.779417 cmd_parse_build_commands 0:4 0:0: break-pane
1779957977.779424 cmd_parse_build_commands 0:0: break-pane
1779957977.779431 args_parse: flags end at 1 of 1
1779957977.779438 cmd_parse_build_commands: break-pane
1779957977.779445 args_parse_flags: next -N
1779957977.779451 args_parse_flag_argument: -N = Break pane to a new window
1779957977.779457 args_parse_flags: next !
1779957977.779462 args_parse: flags end at 3 of 5
1779957977.779472 args_parse: 3 = ! (type STRING)
1779957977.779479 args_parse: 4 = break-pane (type COMMANDS)
1779957977.779490 cmd_parse_build_commands: bind-key -N "Break pane to a new window" ! { break-pane }
1779957977.779499 cmdq_get_command: [bind-key/0x725c34a98800] group 42
1779957977.779505 cmdq_append <global>: [bind-key/0x725c34a98800]
1779957977.779513 yylex_token: end at WS
1779957977.779520 yylex_token: bind
1779957977.779527 yylex_token: end at WS
1779957977.779533 yylex_token: -N
1779957977.779567 yylex_token: end at WS
1779957977.779574 yylex_token: Split window vertically
1779957977.779580 yylex_token: end at WS
1779957977.779587 yylex_token: "
1779957977.779594 yylex_token: end at WS
1779957977.779600 yylex_token: split-window
1779957977.779606 cmd_parse_build_commands 0:0: bind
1779957977.779614 cmd_parse_build_commands 0:1: -N
1779957977.779620 cmd_parse_build_commands 0:2: Split window vertically
1779957977.779628 cmd_parse_build_commands 0:3: "
1779957977.779634 cmd_parse_build_commands 0:4 0:0: split-window
1779957977.779642 cmd_parse_build_commands 0:0: split-window
1779957977.779649 args_parse: flags end at 1 of 1
1779957977.779656 cmd_parse_build_commands: split-window
1779957977.779663 args_parse_flags: next -N
1779957977.779670 args_parse_flag_argument: -N = Split window vertically
1779957977.779675 args_parse_flags: next "
1779957977.779684 args_parse: flags end at 3 of 5
1779957977.779690 args_parse: 3 = " (type STRING)
1779957977.779699 args_parse: 4 = split-window (type COMMANDS)
1779957977.779708 cmd_parse_build_commands: bind-key -N "Split window vertically" \\" { split-window }
1779957977.779714 cmdq_get_command: [bind-key/0x725c34a98900] group 50
1779957977.779720 cmdq_append <global>: [bind-key/0x725c34a98900]
1779957977.779731 yylex_token: end at WS
1779957977.779740 yylex_token: bind
1779957977.779746 yylex_token: end at WS
1779957977.779751 yylex_token: -N
1779957977.779758 yylex_token: end at WS
1779957977.779765 yylex_token: List all paste buffers
1779957977.779774 yylex_token: end at WS
1779957977.779780 yylex_token: #
1779957977.779788 yylex_token: end at WS
1779957977.779793 yylex_token: list-buffers
1779957977.779800 cmd_parse_build_commands 0:0: bind
1779957977.779806 cmd_parse_build_commands 0:1: -N
1779957977.779814 cmd_parse_build_commands 0:2: List all paste buffers
1779957977.779820 cmd_parse_build_commands 0:3: #
1779957977.779827 cmd_parse_build_commands 0:4 0:0: list-buffers
1779957977.779834 cmd_parse_build_commands 0:0: list-buffers
1779957977.779840 args_parse: flags end at 1 of 1
1779957977.779849 cmd_parse_build_commands: list-buffers
1779957977.779855 args_parse_flags: next -N
1779957977.779862 args_parse_flag_argument: -N = List all paste buffers
1779957977.779870 args_parse_flags: next #
1779957977.779877 args_parse: flags end at 3 of 5
1779957977.779884 args_parse: 3 = # (type STRING)
1779957977.779890 args_parse: 4 = list-buffers (type COMMANDS)
1779957977.779898 cmd_parse_build_commands: bind-key -N "List all paste buffers" \\# { list-buffers }
1779957977.779905 cmdq_get_command: [bind-key/0x725c34a98a00] group 58
1779957977.779911 cmdq_append <global>: [bind-key/0x725c34a98a00]
1779957977.779918 yylex_token: end at WS
1779957977.779928 yylex_token: bind
1779957977.779934 yylex_token: end at WS
1779957977.779940 yylex_token: -N
1779957977.779947 yylex_token: end at WS
1779957977.779954 yylex_token: Rename current session
1779957977.779960 yylex_token: end at WS
1779957977.779966 yylex_token: $
1779957977.779973 yylex_token: end at WS
1779957977.779979 yylex_token: command-prompt
1779957977.779986 yylex_token: end at WS
1779957977.779992 yylex_token: -I#S
1779957977.780003 yylex_token: end at WS
1779957977.780008 yylex_token: rename-session
1779957977.780014 yylex_token: end at WS
1779957977.780021 yylex_token: --
1779957977.780029 yylex_token: end at WS
1779957977.780034 yylex_token: %%
1779957977.780044 cmd_parse_build_commands 0:0: bind
